[WARNING] Deprecated '--logger=capnslog' flag is set; use '--logger=zap' flag instead
2022-05-30 01:38:15.064756 I | etcdmain: etcd Version: 3.4.13
2022-05-30 06:57:13.258224 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:482" took too long (492.842962ms) to execute
2022-05-30 06:57:16.417168 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:258" took too long (264.52455ms) to execute
2022-05-30 06:57:16.418883 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (286.330039ms) to execute
2022-05-30 06:57:16.419602 W | etcdserver: read-only range request "key:\"/registry/namespaces/pod-network-test-2767\" " with result "range_response_count:1 size:1859" took too long (297.843461ms) to execute
2022-05-30 06:57:16.420367 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:604" took too long (114.422271ms) to execute
2022-05-30 06:57:16.694585 W | etcdserver: read-only range request "key:\"/registry/namespaces/pod-network-test-2767\" " with result "range_response_count:1 size:1859" took too long (258.031172ms) to execute
2022-05-30 06:57:16.695926 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:509" took too long (258.972731ms) to execute
2022-05-30 06:57:16.839733 W | etcdserver: read-only range request "key:\"/registry/masterleases/\" range_end:\"/registry/masterleases0\" " with result "range_response_count:1 size:131" took too long (115.417888ms) to execute
2022-05-30 06:57:16.840043 W | etcdserver: read-only range request "key:\"/registry/namespaces/pod-network-test-2767\" " with result "range_response_count:1 size:1859" took too long (115.280868ms) to execute
2022-05-30 06:57:17.908380 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy/\" range_end:\"/registry/podsecuritypolicy0\" count_only:true " with result "range_response_count:0 size:8" took too long (122.709751ms) to execute
2022-05-30 06:57:18.439123 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (305.101056ms) to execute
2022-05-30 06:57:20.875132 W | etcdserver: read-only range request "key:\"/registry/events/kubectl-1224/logs-generator.16f3cfab63640c1f\" " with result "range_response_count:1 size:822" took too long (335.891929ms) to execute
2022-05-30 06:57:21.971333 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 06:57:23.222611 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:509" took too long (246.374591ms) to execute
2022-05-30 06:57:24.680370 W | etcdserver: read-only range request "key:\"/registry/services/specs/\" range_end:\"/registry/services/specs0\" count_only:true " with result "range_response_count:0 size:8" took too long (381.212938ms) to execute
2022-05-30 06:57:25.491202 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:509" took too long (227.414645ms) to execute
2022-05-30 06:57:31.970057 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 06:57:41.971140 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 06:57:42.904895 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (766.855743ms) to execute
2022-05-30 06:57:42.906349 W | etcdserver: read-only range request "key:\"/registry/pods/secrets-356/pod-configmaps-3e8cab96-e914-40f8-b4cd-4ff714219c92\" " with result "range_response_count:1 size:2205" took too long (219.749967ms) to execute
2022-05-30 06:57:43.828850 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:604" took too long (124.495653ms) to execute
2022-05-30 06:57:44.123651 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:509" took too long (287.491224ms) to execute
2022-05-30 06:57:44.123942 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:482" took too long (284.197296ms) to execute
2022-05-30 06:57:44.369603 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (230.774795ms) to execute
2022-05-30 06:57:44.715570 W | etcdserver: read-only range request "key:\"/registry/statefulsets/\" range_end:\"/registry/statefulsets0\" count_only:true " with result "range_response_count:0 size:6" took too long (235.919725ms) to execute
2022-05-30 06:57:45.142443 W | etcdserver: read-only range request "key:\"/registry/namespaces/webhook-9594\" " with result "range_response_count:1 size:468" took too long (213.24151ms) to execute
2022-05-30 06:57:45.143872 W | etcdserver: read-only range request "key:\"/registry/namespaces/exempted-namesapce\" " with result "range_response_count:1 size:430" took too long (236.086867ms) to execute
2022-05-30 06:57:45.144285 W | etcdserver: read-only range request "key:\"/registry/pods/secrets-356/pod-configmaps-3e8cab96-e914-40f8-b4cd-4ff714219c92\" " with result "range_response_count:1 size:2205" took too long (217.883789ms) to execute
2022-05-30 06:57:45.144749 W | etcdserver: read-only range request "key:\"/registry/namespaces/webhook-9594-markers\" " with result "range_response_count:1 size:389" took too long (208.892402ms) to execute
2022-05-30 06:57:46.157287 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/exempted-namesapce/\" range_end:\"/registry/poddisruptionbudgets/exempted-namesapce0\" " with result "range_response_count:0 size:6" took too long (518.455292ms) to execute
2022-05-30 06:57:46.158436 W | etcdserver: read-only range request "key:\"/registry/limitranges/webhook-9594-markers/\" range_end:\"/registry/limitranges/webhook-9594-markers0\" " with result "range_response_count:0 size:6" took too long (521.359821ms) to execute
2022-05-30 06:57:46.159428 W | etcdserver: read-only range request "key:\"/registry/deployments/webhook-9594/\" range_end:\"/registry/deployments/webhook-95940\" " with result "range_response_count:0 size:6" took too long (527.956716ms) to execute
2022-05-30 06:57:46.162936 W | etcdserver: read-only range request "key:\"/registry/pods/sonobuoy/\" range_end:\"/registry/pods/sonobuoy0\" " with result "range_response_count:3 size:22267" took too long (111.784036ms) to execute
2022-05-30 06:57:46.423343 W | etcdserver: read-only range request "key:\"/registry/pods/webhook-9594-markers/\" range_end:\"/registry/pods/webhook-9594-markers0\" " with result "range_response_count:0 size:6" took too long (237.076531ms) to execute
2022-05-30 06:57:46.427802 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/webhook-9594/\" range_end:\"/registry/poddisruptionbudgets/webhook-95940\" " with result "range_response_count:0 size:6" took too long (241.005975ms) to execute
2022-05-30 06:57:46.432400 W | etcdserver: read-only range request "key:\"/registry/roles/exempted-namesapce/\" range_end:\"/registry/roles/exempted-namesapce0\" " with result "range_response_count:0 size:6" took too long (244.795901ms) to execute
2022-05-30 06:57:46.623212 W | etcdserver: read-only range request "key:\"/registry/roles/exempted-namesapce/\" range_end:\"/registry/roles/exempted-namesapce0\" " with result "range_response_count:0 size:6" took too long (184.26732ms) to execute
2022-05-30 06:57:46.624022 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:509" took too long (178.110318ms) to execute
2022-05-30 06:57:46.624875 W | etcdserver: read-only range request "key:\"/registry/ingress/webhook-9594-markers/\" range_end:\"/registry/ingress/webhook-9594-markers0\" " with result "range_response_count:0 size:6" took too long (180.114116ms) to execute
2022-05-30 06:57:46.625036 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:418" took too long (187.705077ms) to execute
2022-05-30 06:57:46.625147 W | etcdserver: read-only range request "key:\"/registry/replicasets/webhook-9594/\" range_end:\"/registry/replicasets/webhook-95940\" " with result "range_response_count:0 size:6" took too long (187.827304ms) to execute
2022-05-30 06:57:47.346408 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (210.267991ms) to execute
2022-05-30 06:57:47.347387 W | etcdserver: read-only range request "key:\"/registry/namespaces/exempted-namesapce\" " with result "range_response_count:1 size:1836" took too long (277.059081ms) to execute
2022-05-30 06:57:47.347511 W | etcdserver: read-only range request "key:\"/registry/endpointslices/webhook-9594/\" range_end:\"/registry/endpointslices/webhook-95940\" " with result "range_response_count:0 size:6" took too long (289.551024ms) to execute
2022-05-30 06:57:47.347613 W | etcdserver: read-only range request "key:\"/registry/limitranges/\" range_end:\"/registry/limitranges0\" count_only:true " with result "range_response_count:0 size:6" took too long (106.211209ms) to execute
2022-05-30 06:57:47.347771 W | etcdserver: read-only range request "key:\"/registry/pods/secrets-356/pod-configmaps-3e8cab96-e914-40f8-b4cd-4ff714219c92\" " with result "range_response_count:1 size:2474" took too long (185.906316ms) to execute
2022-05-30 06:57:48.660163 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:577" took too long (207.633325ms) to execute
2022-05-30 06:57:48.817060 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:509" took too long (118.486916ms) to execute
2022-05-30 06:57:51.198220 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:509" took too long (303.796445ms) to execute
2022-05-30 06:57:51.967838 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 06:57:59.122777 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:482" took too long (189.410913ms) to execute
2022-05-30 06:57:59.123302 W | etcdserver: read-only range request "key:\"/registry/events/emptydir-7514/pod-f4535076-0575-416e-9bfa-031a204c87a8.16f3cfb669af0524\" " with result "range_response_count:1 size:853" took too long (189.863163ms) to execute
2022-05-30 06:57:59.391286 W | etcdserver: read-only range request "key:\"/registry/secrets/emptydir-7514/default-token-z8z95\" " with result "range_response_count:1 size:2660" took too long (102.161405ms) to execute
2022-05-30 06:58:00.315159 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (182.497917ms) to execute
2022-05-30 06:58:00.315638 W | etcdserver: read-only range request "key:\"/registry/pods/projected-1446/pod-projected-secrets-ffb6d2b6-c1e5-4d11-90c0-1d38e4f05b02\" " with result "range_response_count:1 size:2727" took too long (296.393045ms) to execute
2022-05-30 06:58:01.814188 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:482" took too long (516.127103ms) to execute
2022-05-30 06:58:01.814493 W | etcdserver: request "header:<ID:5991336796231990656 > lease_revoke:<id:532581129d227b6d>" with result "size:30" took too long (266.454506ms) to execute
2022-05-30 06:58:01.814637 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:604" took too long (390.07285ms) to execute
2022-05-30 06:58:01.998321 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 06:58:03.602070 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (462.350087ms) to execute
2022-05-30 06:58:03.602389 W | etcdserver: read-only range request "key:\"/registry/events/kubelet-test-4019/busybox-readonly-fsf98773b2-e620-4235-a438-563239e3efca.16f3cfb799391501\" " with result "range_response_count:1 size:993" took too long (652.847637ms) to execute
2022-05-30 06:58:03.990630 W | etcdserver: read-only range request "key:\"/registry/events/kubelet-test-4019/busybox-readonly-fsf98773b2-e620-4235-a438-563239e3efca.16f3cfb7c54eb0e4\" " with result "range_response_count:1 size:992" took too long (376.139735ms) to execute
2022-05-30 06:58:03.991010 W | etcdserver: read-only range request "key:\"/registry/pods/sonobuoy/\" range_end:\"/registry/pods/sonobuoy0\" " with result "range_response_count:3 size:22252" took too long (123.932705ms) to execute
2022-05-30 06:58:03.991201 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:577" took too long (166.905483ms) to execute
2022-05-30 06:58:04.270955 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (135.681317ms) to execute
2022-05-30 06:58:05.304207 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (169.773728ms) to execute
2022-05-30 06:58:06.401616 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:577" took too long (123.376872ms) to execute
2022-05-30 06:58:11.970062 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 06:58:21.972715 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 06:58:23.384727 I | mvcc: store.index: compact 50716
2022-05-30 06:58:23.403953 I | mvcc: finished scheduled compaction at 50716 (took 18.756009ms)
2022-05-30 06:58:31.968546 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 06:58:35.118476 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:482" took too long (358.015042ms) to execute
2022-05-30 06:58:35.279127 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (144.556617ms) to execute
2022-05-30 06:58:41.970018 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 06:58:51.974081 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 06:59:01.176839 W | etcdserver: read-only range request "key:\"/registry/roles/\" range_end:\"/registry/roles0\" count_only:true " with result "range_response_count:0 size:8" took too long (109.449137ms) to execute
2022-05-30 06:59:01.967650 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 06:59:07.600865 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (468.116043ms) to execute
2022-05-30 06:59:07.608601 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:604" took too long (482.914718ms) to execute
2022-05-30 06:59:07.620696 W | etcdserver: read-only range request "key:\"/registry/pods/gc-517/simpletest.rc-w7zqz\" " with result "range_response_count:1 size:1518" took too long (550.268009ms) to execute
2022-05-30 06:59:07.623557 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (742.447044ms) to execute
2022-05-30 06:59:08.020667 W | etcdserver: request "header:<ID:5991336796231992325 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" mod_revision:52470 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" value_size:514 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" > >>" with result "size:18" took too long (145.197883ms) to execute
2022-05-30 06:59:08.540363 W | etcdserver: request "header:<ID:5991336796231992330 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/leases/kube-system/kube-controller-manager\" mod_revision:52475 > success:<request_put:<key:\"/registry/leases/kube-system/kube-controller-manager\" value_size:430 >> failure:<request_range:<key:\"/registry/leases/kube-system/kube-controller-manager\" > >>" with result "size:18" took too long (215.85007ms) to execute
2022-05-30 06:59:08.540908 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:482" took too long (500.798697ms) to execute
2022-05-30 06:59:08.540999 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (405.307045ms) to execute
2022-05-30 06:59:10.116959 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" limit:500 " with result "range_response_count:0 size:6" took too long (190.404153ms) to execute
2022-05-30 06:59:10.117644 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/container-probe-4448/\" range_end:\"/registry/serviceaccounts/container-probe-44480\" " with result "range_response_count:0 size:6" took too long (282.370373ms) to execute
2022-05-30 06:59:10.117827 W | etcdserver: read-only range request "key:\"/registry/secrets/container-probe-4448/default-token-hd8lp\" " with result "range_response_count:1 size:2699" took too long (281.977738ms) to execute
2022-05-30 06:59:10.119700 W | etcdserver: read-only range request "key:\"/registry/controllers/gc-517/simpletest.rc\" " with result "range_response_count:1 size:1268" took too long (262.691356ms) to execute
2022-05-30 06:59:10.314686 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (179.92564ms) to execute
2022-05-30 06:59:10.320351 W | etcdserver: read-only range request "key:\"/registry/ingress/container-probe-4448/\" range_end:\"/registry/ingress/container-probe-44480\" " with result "range_response_count:0 size:6" took too long (174.689542ms) to execute
2022-05-30 06:59:10.671449 W | etcdserver: read-only range request "key:\"/registry/events/container-probe-4448/busybox-7e3efdb0-8150-4341-98b7-7dd746d2c6fd.16f3cfba27f90f47\" " with result "range_response_count:1 size:872" took too long (147.882412ms) to execute
2022-05-30 06:59:10.751620 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:577" took too long (192.958816ms) to execute
2022-05-30 06:59:10.753024 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:604" took too long (197.88359ms) to execute
2022-05-30 06:59:10.815917 W | etcdserver: read-only range request "key:\"/registry/controllers/gc-517/simpletest.rc\" " with result "range_response_count:1 size:1259" took too long (119.808745ms) to execute
2022-05-30 06:59:10.816124 W | etcdserver: read-only range request "key:\"/registry/events/container-probe-4448/busybox-7e3efdb0-8150-4341-98b7-7dd746d2c6fd.16f3cfba27f90f47\" " with result "range_response_count:1 size:872" took too long (121.92561ms) to execute
2022-05-30 06:59:11.314183 W | etcdserver: read-only range request "key:\"/registry/events/container-probe-4448/busybox-7e3efdb0-8150-4341-98b7-7dd746d2c6fd.16f3cfc7b1ae0191\" " with result "range_response_count:1 size:873" took too long (275.977596ms) to execute
2022-05-30 06:59:11.316889 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (172.392926ms) to execute
2022-05-30 06:59:11.674084 W | etcdserver: read-only range request "key:\"/registry/events/container-probe-4448/\" range_end:\"/registry/events/container-probe-44480\" " with result "range_response_count:0 size:6" took too long (339.008839ms) to execute
2022-05-30 06:59:11.676268 W | etcdserver: request "header:<ID:5991336796231992402 > lease_revoke:<id:532581129d228330>" with result "size:30" took too long (234.034333ms) to execute
2022-05-30 06:59:11.888016 W | etcdserver: read-only range request "key:\"/registry/replicasets/container-probe-4448/\" range_end:\"/registry/replicasets/container-probe-44480\" " with result "range_response_count:0 size:6" took too long (111.712839ms) to execute
2022-05-30 06:59:11.968152 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 06:59:12.359314 W | etcdserver: read-only range request "key:\"/registry/namespaces/container-probe-4448\" " with result "range_response_count:1 size:1856" took too long (267.376549ms) to execute
2022-05-30 06:59:12.359578 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (206.072786ms) to execute
2022-05-30 06:59:12.360159 W | etcdserver: request "header:<ID:5991336796231992459 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/gc-517/simpletest.rc-szdjj.16f3cfc96c7d46fb\" mod_revision:0 > success:<request_put:<key:\"/registry/events/gc-517/simpletest.rc-szdjj.16f3cfc96c7d46fb\" value_size:710 lease:5991336796231991748 >> failure:<>>" with result "size:18" took too long (166.37426ms) to execute
2022-05-30 06:59:13.304730 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (163.702551ms) to execute
2022-05-30 06:59:13.307509 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:509" took too long (369.055261ms) to execute
2022-05-30 06:59:13.308765 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:482" took too long (370.018004ms) to execute
2022-05-30 06:59:15.604144 W | etcdserver: read-only range request "key:\"/registry/pods/sonobuoy/sonobuoy-e2e-job-8e0fe1b369e84dc8\" " with result "range_response_count:1 size:8691" took too long (146.201596ms) to execute
2022-05-30 06:59:16.127017 W | etcdserver: request "header:<ID:5991336796231992491 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/leases/kube-system/kube-scheduler\" mod_revision:52535 > success:<request_put:<key:\"/registry/leases/kube-system/kube-scheduler\" value_size:413 >> failure:<request_range:<key:\"/registry/leases/kube-system/kube-scheduler\" > >>" with result "size:18" took too long (518.811281ms) to execute
2022-05-30 06:59:16.977549 W | etcdserver: request "header:<ID:5991336796231992500 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/masterleases/10.0.2.15\" mod_revision:52482 > success:<request_put:<key:\"/registry/masterleases/10.0.2.15\" value_size:65 lease:5991336796231992498 >> failure:<request_range:<key:\"/registry/masterleases/10.0.2.15\" > >>" with result "size:18" took too long (509.398137ms) to execute
2022-05-30 06:59:16.979408 W | etcdserver: read-only range request "key:\"/registry/pods/sonobuoy/\" range_end:\"/registry/pods/sonobuoy0\" " with result "range_response_count:3 size:22266" took too long (688.259023ms) to execute
2022-05-30 06:59:16.981018 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings/\" range_end:\"/registry/clusterrolebindings0\" count_only:true " with result "range_response_count:0 size:8" took too long (644.839908ms) to execute
2022-05-30 06:59:16.981577 W | etcdserver: read-only range request "key:\"/registry/namespaces/sonobuoy\" " with result "range_response_count:1 size:256" took too long (141.903274ms) to execute
2022-05-30 06:59:17.277992 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (143.340986ms) to execute
2022-05-30 06:59:17.990116 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:509" took too long (459.876573ms) to execute
2022-05-30 06:59:17.990532 W | etcdserver: request "header:<ID:5991336796231992513 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/gc-517/simpletest.rc-w7zqz.16f3cfcaae6117d2\" mod_revision:0 > success:<request_put:<key:\"/registry/events/gc-517/simpletest.rc-w7zqz.16f3cfcaae6117d2\" value_size:710 lease:5991336796231991748 >> failure:<>>" with result "size:18" took too long (263.570652ms) to execute
2022-05-30 06:59:18.341539 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:577" took too long (187.988365ms) to execute
2022-05-30 06:59:18.343034 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (190.179929ms) to execute
2022-05-30 06:59:18.800617 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:482" took too long (434.024365ms) to execute
2022-05-30 06:59:18.803342 W | etcdserver: request "header:<ID:5991336796231992522 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/gc-517/simpletest.rc-hsh7f.16f3cfcadcfa080e\" mod_revision:0 > success:<request_put:<key:\"/registry/events/gc-517/simpletest.rc-hsh7f.16f3cfcadcfa080e\" value_size:710 lease:5991336796231991748 >> failure:<>>" with result "size:18" took too long (274.14111ms) to execute
2022-05-30 06:59:20.061716 W | etcdserver: request "header:<ID:5991336796231992531 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/gc-517/simpletest.rc-j5wwd.16f3cfcb1b1626c7\" mod_revision:0 > success:<request_put:<key:\"/registry/events/gc-517/simpletest.rc-j5wwd.16f3cfcb1b1626c7\" value_size:710 lease:5991336796231991748 >> failure:<>>" with result "size:18" took too long (436.865394ms) to execute
2022-05-30 06:59:20.061870 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/\" range_end:\"/registry/services/endpoints0\" count_only:true " with result "range_response_count:0 size:8" took too long (313.353214ms) to execute
2022-05-30 06:59:20.532476 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:509" took too long (461.292202ms) to execute
2022-05-30 06:59:20.533291 W | etcdserver: request "header:<ID:5991336796231992535 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/gc-517/simpletest.rc-zv7tt.16f3cfcb1f4b3b33\" mod_revision:0 > success:<request_put:<key:\"/registry/events/gc-517/simpletest.rc-zv7tt.16f3cfcb1f4b3b33\" value_size:710 lease:5991336796231991748 >> failure:<>>" with result "size:18" took too long (289.835831ms) to execute
2022-05-30 06:59:20.533578 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (401.135333ms) to execute
2022-05-30 06:59:20.535140 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" limit:500 " with result "range_response_count:0 size:6" took too long (406.691932ms) to execute
2022-05-30 06:59:21.214730 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:577" took too long (134.338417ms) to execute
2022-05-30 06:59:21.684322 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (456.679553ms) to execute
2022-05-30 06:59:21.684967 W | etcdserver: read-only range request "key:\"/registry/rolebindings/\" range_end:\"/registry/rolebindings0\" count_only:true " with result "range_response_count:0 size:8" took too long (278.243539ms) to execute
2022-05-30 06:59:21.685099 W | etcdserver: request "header:<ID:5991336796231992551 > lease_revoke:<id:532581129d2283ee>" with result "size:30" took too long (260.138331ms) to execute
2022-05-30 06:59:21.685322 W | etcdserver: read-only range request "key:\"/registry/events/\" range_end:\"/registry/events0\" count_only:true " with result "range_response_count:0 size:8" took too long (241.65382ms) to execute
2022-05-30 06:59:21.685627 W | etcdserver: read-only range request "key:\"/registry/pods/sonobuoy/\" range_end:\"/registry/pods/sonobuoy0\" " with result "range_response_count:3 size:22266" took too long (241.082162ms) to execute
2022-05-30 06:59:21.969212 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 06:59:22.056788 W | etcdserver: read-only range request "key:\"/registry/pods/sonobuoy/sonobuoy\" " with result "range_response_count:1 size:4511" took too long (363.344484ms) to execute
2022-05-30 06:59:22.057350 W | etcdserver: read-only range request "key:\"/registry/statefulsets/\" range_end:\"/registry/statefulsets0\" count_only:true " with result "range_response_count:0 size:6" took too long (250.146662ms) to execute
2022-05-30 06:59:23.174464 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:508" took too long (419.684888ms) to execute
2022-05-30 06:59:23.555413 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/\" range_end:\"/registry/apiextensions.k8s.io/customresourcedefinitions0\" count_only:true " with result "range_response_count:0 size:6" took too long (364.556977ms) to execute
2022-05-30 06:59:24.031208 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:481" took too long (319.301669ms) to execute
2022-05-30 06:59:25.352060 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:604" took too long (158.502142ms) to execute
2022-05-30 06:59:25.352753 W | etcdserver: request "header:<ID:5991336796231992589 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/gc-517/simpletest.rc-xcn54.16f3cfcc74481839\" mod_revision:0 > success:<request_put:<key:\"/registry/events/gc-517/simpletest.rc-xcn54.16f3cfcc74481839\" value_size:654 lease:5991336796231991748 >> failure:<>>" with result "size:18" took too long (142.51193ms) to execute
2022-05-30 06:59:31.969485 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 06:59:41.968994 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 06:59:51.968089 I | etcdserver/api/etcdhttp: /health OK (status code 200)
